HIP,ra,dec,parallax,err(parallax),V,I,B-V,err(B-V),teff,lum,rad,numax,Mv,RA,Dec,V.1,Camp,HD,label,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID,Ang Sep (')
HIP66098,203.241968,-10.165002,13.87,0.3,5.21,4.364,0.964,0.004,4914.51667057,45.5829417392,9.32919744362,42.7703419379,0.920382305366,203.241968,-10.165002,5.21,6.0,117818.0,field,212618733,203.2419739,-10.1650028,0,5.051,66098.0,5548-1546-1,400-055702,,,STAR,BV,,-31.91,0.34,-38.93,0.18,13.87,0.3,6.189,0.015,5.215,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000918
HIP66137,203.364668,-8.43582,4.95,0.71,7.65,6.772,1.017,0.014,4811.34316244,40.043516811,9.12301049124,43.7141165288,1.12302599467,203.364668,-8.43582,7.65,6.0,117905.0,field,212692879,203.3646698,-8.4358187,0,8.422,66137.0,5545-332-1,408-058431,13332751-0826089,,STAR,gri,,15.5,0.71,-15.87,0.39,4.95,0.71,8.653,0.019,7.622,0.012,,,10.075,0.02,8.884,0.02,7.714,0.07,,,5.898,0.023,5.384,0.057,5.259,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,24.6,,0.0005771
HIP66226,203.599787,-4.366601,2.5,1.16,8.74,7.783,1.092,0.028,4672.89609733,62.2264300619,12.0564633179,25.4070748448,0.72970004336,203.599787,-4.366601,8.74,6.0,118037.0,field,212835915,203.5997925,-4.3666,0,8.6,66226.0,4969-605-1,429-056297,13342395-0421597,,STAR,gri,,-12.4,1.15,-8.57,0.78,2.5,1.16,9.804,0.034,8.745,0.019,,,9.809,0.3,8.968,0.16,8.082,0.01,,,6.909,0.021,6.379,0.036,6.25,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,14.3,,0.0001715
HIP66231,203.609098,-17.351203,8.03,1.15,8.93,8.303,0.577,0.022,5975.83975862,3.38747663935,1.72006556965,1168.74852072,3.45357772639,203.609098,-17.351203,8.93,6.0,118009.0,field,212305951,203.6091003,-17.351202,1,9.006,66231.0,6125-624-1,364-063149,13342617-1721044,,STAR,gri,plx,-1.49,1.16,-25.15,0.72,8.03,1.15,9.488,0.024,8.929,0.018,,,9.97,0.07,9.131,0.06,8.593,0.03,,,7.93,0.021,7.733,0.042,7.677,0.016,,,,,,,,,5857.0,171.0,171.0,3.995,0.12,0.14,0.101,0.15,0.18,1.775,0.326,0.233,1.232,0.076,0.121,0.196,0.101,0.075,124.5,17.83,17.83,0.042,0.018,0.018,AAA-111-111-000-0-0,,,0.0009752
HIP66265,203.711146,-10.605842,2.85,1.17,8.81,7.848,1.091,0.032,4674.69661486,44.8443920594,10.2270868525,34.4607210878,1.08422430004,203.711146,-10.605842,8.81,6.0,118101.0,field,212599238,203.7111511,-10.6058407,0,8.764,66265.0,5548-392-1,397-054506,13345066-1036210,,STAR,gri,,4.24,1.43,-5.52,0.74,2.85,1.17,9.895,0.032,8.812,0.017,,,10.073,0.28,9.186,0.18,8.203,0.13,,,7.031,0.021,6.504,0.034,6.348,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,63.4,,0.002
HIP66280,203.767371,-6.967749,3.98,0.81,8.18,7.244,1.074,0.007,4705.47379939,40.3540941,9.57506690284,39.1629168328,1.17941536037,203.767371,-6.967749,8.18,17.0,118129.0,field,212750490,203.7673645,-6.9677491,0,8.345,66280.0,4972-453-1,416-057847,13350416-0658039,,STAR,gri,,-33.68,0.75,-7.98,0.55,3.98,0.81,9.28,0.023,8.2,0.013,,,9.82,0.03,8.436,0.04,7.712,0.18,,,6.379,0.023,5.86,0.038,5.757,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,16.0,,0.0006275
HIP66311,203.852027,-4.934333,7.99,0.98,8.6,8.179,0.6,0.495,5891.18894461,4.69103532131,2.08273100803,809.669217956,3.11273389657,203.852027,-4.934333,8.6,6.0,118207.0,field,212819198,203.8520203,-4.9343219,1,8.916,66311.0,4969-583-1,426-058500,13352448-0456034,,STAR,gri,plx,-47.58,0.93,-35.85,0.76,7.99,0.98,9.14,0.019,8.67,0.015,,,10.035,0.15,9.281,0.16,8.436,0.06,,,7.718,0.024,,,,,,,,,,,,,6519.0,154.0,231.0,4.09,0.11,0.11,-0.017,0.15,0.24,1.689,0.261,0.191,1.359,0.1,0.141,0.254,0.136,0.076,125.2,15.35,15.35,0.035,0.016,0.013,AUU-166-100-c00-0-0,,,0.001
HIP66320,203.880402,-5.396191,10.29,0.36,5.7,4.874,0.95,0.001,4942.72853686,51.9193468686,9.84318907691,38.9350232706,0.762076873812,203.880402,-5.396191,5.7,17.0,118219.0,field,212804808,203.8804016,-5.3961921,0,5.547,66320.0,4972-1455-1,424-058265,,,STAR,BV,,16.08,0.32,82.4,0.26,10.29,0.36,6.661,0.015,5.706,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0008997
HIP66343,203.947704,-13.478522,6.32,1.1,7.91,7.164,0.843,0.015,5176.25313918,16.6248483751,5.07870009497,138.179722807,1.91358539141,203.947704,-13.478522,7.91,6.0,118249.0,field,212465190,203.9477081,-13.4785204,0,8.475,66343.0,5551-553-1,383-064989,13354744-1328427,,STAR,gri,,-23.48,1.07,3.88,0.57,6.32,1.1,8.783,0.019,7.954,0.012,,,9.976,0.09,8.987,0.03,7.832,0.05,,,6.383,0.024,5.916,0.038,5.805,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,5.8,,5.816e-05
HIP66465,204.396596,-7.8719,5.11,0.8,7.05,6.147,0.987,0.02,4869.08576399,63.2441356173,11.1948948097,30.2661304658,0.592104500674,204.396596,-7.8719,7.05,6.0,118511.0,field,212715737,204.3966217,-7.8718958,1,7.803,66465.0,5546-683-1,411-056144,13373522-0752183,,STAR,BV,plx,-15.21,1.01,-7.93,0.66,5.11,0.8,8.96,0.021,7.972,0.014,,,,,,,,,,,5.425,0.017,4.968,0.055,4.823,0.02,,,,,,,,,4839.0,149.0,149.0,2.568,0.216,0.18,-0.067,0.15,0.36,10.661,1.18,1.063,1.793,0.581,0.813,0.001,0.001,0.0004266,195.7,30.64,30.64,0.04,0.023,0.013,AAA-111-111-000-0-0,,,0.0002119
HIP66600,204.779368,-10.390209,2.94,1.43,8.41,7.593,1.016,0.024,4813.24290535,56.3105516373,10.8099595111,31.9492401513,0.751736652061,204.779368,-10.390209,8.41,6.0,118777.0,field,212608826,204.7793732,-10.3902082,1,8.633,66600.0,5549-418-1,399-054162,13390704-1023247,,STAR,gri,plx,9.77,1.51,-22.94,0.73,2.94,1.43,9.491,0.024,8.473,0.015,,,10.122,0.27,9.124,0.01,7.995,0.03,,,6.638,0.018,6.113,0.031,5.987,0.017,,,,,,,,,4759.0,113.0,113.0,2.521,0.232,0.145,-0.055,0.15,0.27,10.989,0.977,1.4,1.526,0.48,0.48,0.001,0.0009388,0.0003391,340.1,165.4,165.4,0.049,0.029,0.018,AAA-111-111-000-0-0,,,0.0003453
HIP66617,204.8243,-12.092116,4.52,0.6,7.74,6.883,0.961,0.013,4920.52482122,41.6134161744,8.89198182158,46.794570622,1.01569217406,204.8243,-12.092116,7.74,6.0,118796.0,field,212530247,204.824295,-12.0921164,1,8.045,66617.0,5549-175-1,390-059350,13391783-1205317,,STAR,gri,plx,14.15,0.6,-51.68,0.3,4.52,0.6,8.693,0.018,7.744,0.011,,,9.64,0.01,8.685,0.04,7.362,0.13,,,5.987,0.02,5.477,0.034,5.35,0.024,,,,,,,,,4735.0,76.0,96.0,2.572,0.192,0.16,0.03,0.12,0.15,11.07,0.522,1.339,1.685,0.41,0.41,0.001,0.0008748,0.0003882,221.2,29.37,29.37,0.053,0.024,0.024,AAA-111-111-000-0-0,,,0.0003719
HIP66646,204.933145,-10.247647,3.46,0.93,8.41,7.408,1.16,0.026,4552.71345828,47.3720813713,11.0821834208,28.9897269947,1.10538049396,204.933145,-10.247647,8.41,6.0,118866.0,field,212615122,204.9331512,-10.2476473,0,8.555,66646.0,5549-624-1,399-054183,13394395-1014515,,STAR,gri,,-22.75,0.99,9.18,0.5,3.46,0.93,9.585,0.028,8.438,0.014,,,10.068,0.16,9.063,0.08,7.906,0.02,,,6.416,0.026,5.849,0.046,5.698,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,30.5,,0.002
HIP66659,204.97423,-9.284858,5.97,1.54,8.91,8.111,0.89,0.028,5069.3117605,7.70261919699,3.604341622,255.633272822,2.78987165565,204.97423,-9.284858,8.91,6.0,118891.0,field,212656930,204.9742279,-9.2848587,0,8.931,66659.0,5546-1016-1,404-056073,13395381-0917054,,STAR,gri,,-4.78,1.72,5.75,0.93,5.97,1.54,9.834,0.03,8.908,0.018,,,10.149,0.03,8.875,0.04,8.41,0.12,,,7.331,0.021,6.875,0.046,6.761,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,36.4,,0.001
HIP66686,205.054666,-2.371843,4.64,1.29,9.56,8.722,0.976,0.05,4890.67797515,7.51009037444,3.82374728018,221.721015317,2.89258990277,205.054666,-2.371843,9.56,17.0,118939.0,field,212885883,205.0546722,-2.3718431,0,9.399,66686.0,4967-36-1,439-056101,13401311-0222188,,STAR,gri,,-29.22,1.18,-36.22,0.84,4.64,1.29,10.646,0.055,9.591,0.029,,,10.339,0.03,9.634,0.04,8.996,0.09,,,7.727,0.02,7.24,0.055,7.109,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,7.8,,0.003
HIP66757,205.241233,-8.669449,7.82,1.04,8.71,8.071,0.624,0.027,5806.17982446,4.48285261082,2.09604692196,789.550102212,3.1760337653,205.241233,-8.669449,8.71,6.0,119026.0,field,212683142,205.2412262,-8.6694479,1,8.914,66757.0,5546-1326-1,407-057009,13405789-0840099,,STAR,gri,plx,-2.41,1.07,-41.25,0.69,7.82,1.04,9.302,0.022,8.719,0.017,,,10.139,0.17,9.088,0.22,8.389,0.13,,,7.586,0.029,7.314,0.057,7.242,0.016,,,,,,,,,5876.0,331.0,397.0,3.882,0.126,0.126,-0.049,0.16,0.24,2.065,0.35,0.299,1.243,0.195,0.14,0.126,0.081,0.043,127.9,17.01,17.01,0.037,0.017,0.014,AAA-111-111-000-0-0,,,0.001
HIP66758,205.24874,-12.782946,6.18,0.81,7.25,6.246,1.164,0.01,4545.7686207,43.4142410724,10.6415818321,31.2053883581,1.20494237544,205.24874,-12.782946,7.25,17.0,119009.0,field,212497693,205.2487335,-12.7829456,0,7.972,66758.0,5552-1153-1,387-060996,13405970-1246586,,STAR,gri,,-4.69,0.7,-15.36,0.37,6.18,0.81,8.418,0.017,7.254,0.01,,,9.571,0.03,8.542,0.01,7.287,0.08,,,5.265,0.021,4.709,0.021,4.535,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,22.0,,0.0009992
HIP66776,205.29833,-11.298195,7.03,1.07,9.24,8.504,0.714,0.032,5517.13492728,3.59606757491,2.07917692527,764.662234643,3.4747766251,205.29833,-11.298195,9.24,6.0,119060.0,field,212567468,205.2983246,-11.2981949,1,9.208,66776.0,5549-630-1,394-054617,13411160-1117533,,STAR,gri,plx,-48.37,1.09,-61.37,0.54,7.03,1.07,9.921,0.029,9.243,0.021,,,10.145,0.15,9.391,0.19,8.806,0.08,,,8.003,0.03,7.743,0.038,7.643,0.026,,,,,,,,,6031.0,237.0,237.0,3.974,0.115,0.138,-0.026,0.18,0.27,1.816,0.333,0.238,1.259,0.124,0.173,0.178,0.092,0.06,142.2,21.65,21.65,0.039,0.019,0.016,AAA-111-111-000-0-0,,,0.0005497
HIP66834,205.464251,-14.415997,2.22,1.47,9.73,8.788,1.057,0.058,4736.58991391,30.5656398625,8.2241289127,52.2040854869,1.46176487225,205.464251,-14.415997,9.73,6.0,,field,212422128,205.4642487,-14.4160004,1,9.475,66834.0,5552-331-1,378-067371,13415142-1424575,,STAR,gri,plx,2.54,1.54,-11.32,0.91,2.22,1.47,10.775,0.058,9.714,0.032,,,10.487,0.21,9.532,0.1,9.042,0.1,,,7.864,0.024,7.331,0.046,7.216,0.024,,,,,,,,,4715.0,141.0,141.0,2.454,0.286,0.132,-0.156,0.2,0.36,11.002,1.252,2.291,1.263,0.39,0.292,0.0009083,0.001,0.0002427,450.5,298.3,298.3,0.055,0.029,0.024,AAA-111-111-000-0-0,,,8.106e-05
HIP66844,205.489625,-13.02772,2.29,0.98,8.91,8.033,1.0,0.015,4843.8674713,57.5763969941,10.7930073445,32.2296507283,0.709177411699,205.489625,-13.02772,8.91,17.0,119185.0,field,212486378,205.489624,-13.0277214,0,8.797,66844.0,5552-1079-1,385-063471,13415751-1301398,,STAR,gri,,-31.41,1.07,20.81,0.49,2.29,0.98,9.865,0.028,8.88,0.017,,,10.049,0.3,9.159,0.08,8.26,0.12,,,7.176,0.029,6.691,0.04,6.545,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,21.9,,7.525e-05
HIP66922,205.72619,-2.468413,6.2,0.7,7.85,6.945,1.067,0.016,4718.24344549,22.3713321625,7.09071398236,68.4374436337,1.81195844749,205.72619,-2.468413,7.85,17.0,119373.0,field,212884921,205.7261963,-2.4684131,0,8.431,66922.0,4967-384-1,438-058063,13425429-0228063,,STAR,gri,,-73.08,0.64,-1.33,0.45,6.2,0.7,8.927,0.019,7.861,0.012,,,9.905,0.03,8.948,0.04,7.8,0.06,,,5.991,0.021,5.452,0.033,5.325,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,17.3,,0.004
HIP66927,205.740921,-1.207993,3.84,0.7,7.6,6.734,0.988,0.015,4867.13462537,67.5565957359,11.5795556812,28.4219443709,0.521656121838,205.740921,-1.207993,7.6,17.0,119372.0,field,251604984,205.740922,-1.207993,0,7.419,66927.0,4967-1470-1,444-056612,13425781-0112288,,STAR,BV,,10.67,0.67,6.29,0.42,3.84,0.7,8.604,0.019,7.593,0.012,,,,,,,,,,,5.854,0.021,5.351,0.021,5.207,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,17.9,,0.006
HIP67072,206.192763,-6.163103,4.94,0.94,8.84,8.232,0.66,0.027,5685.0034566,10.1747519802,3.29386036768,335.575297552,2.30863474462,206.192763,-6.163103,8.84,6.0,119668.0,field,212778628,206.192749,-6.1631021,1,9.143,67072.0,4973-471-1,420-058492,13444627-0609472,,STAR,gri,plx,-17.21,1.09,-20.55,0.57,4.94,0.94,9.561,0.025,8.867,0.017,,,10.327,0.2,9.245,0.24,8.635,0.06,,,7.634,0.02,7.401,0.038,7.278,0.021,,,,,,,,,6213.0,198.0,247.0,3.72,0.085,0.102,0.052,0.12,0.12,2.948,0.375,0.395,1.665,0.128,0.154,0.062,0.029,0.017,202.4,38.52,38.52,0.054,0.012,0.022,AAA-111-111-000-0-0,,,0.004
HIP67274,206.81668,-17.076042,2.78,1.09,8.33,7.464,1.018,0.023,4809.44504321,67.9377163177,11.8924209757,26.7589866633,0.55022397959,206.81668,-17.076042,8.33,6.0,120024.0,field,212315396,206.8166809,-17.0760422,1,8.486,67274.0,6127-801-1,365-064704,13471600-1704337,,STAR,gri,plx,-38.04,0.99,-10.58,0.83,2.78,1.09,9.385,0.026,8.332,0.015,,,9.973,0.06,8.992,0.03,7.848,0.01,,,6.448,0.02,5.961,0.067,5.84,0.026,,,,,,,,,4692.0,115.0,115.0,2.468,0.225,0.125,-0.019,0.15,0.18,11.252,1.42,1.061,1.527,0.548,0.342,0.0009488,0.0007462,0.0003044,359.7,141.0,141.0,0.055,0.023,0.023,AAA-111-111-000-0-0,,,0.0008174
HIP67339,207.025658,-1.578563,5.43,1.3,9.34,8.792,0.569,0.035,6006.01090621,5.05853348807,2.08086936661,825.540943453,3.01399914794,207.025658,-1.578563,9.34,17.0,120203.0,field,251588386,207.025657,-1.578564,0,9.24,67339.0,4967-1058-1,443-058461,13480615-0134428,,STAR,gri,,25.27,1.15,-20.05,0.76,5.43,1.3,9.948,0.033,9.336,0.025,,,9.883,0.16,9.305,0.14,8.964,0.06,,,8.208,0.027,7.932,0.038,7.869,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,54.7,,0.004
HIP67369,207.130544,-11.306542,5.46,1.0,8.52,7.909,0.594,0.026,5912.97173474,10.7802255536,3.13405816973,381.465786276,2.20596321352,207.130544,-11.306542,8.52,6.0,120249.0,field,212567045,207.1305389,-11.3065424,1,8.74,67369.0,5556-154-1,394-054895,13483133-1118236,,STAR,gri,plx,-20.02,0.83,-12.22,0.61,5.46,1.0,9.1,0.022,8.521,0.017,,,9.98,0.11,9.047,0.09,8.208,0.1,,,7.457,0.026,7.22,0.049,7.142,0.027,,,,,,,,,5267.0,331.0,276.0,3.475,0.18,0.18,-0.049,0.12,0.36,3.68,0.755,0.846,1.494,0.299,0.359,0.028,0.03,0.013,183.2,33.54,33.54,0.041,0.026,0.013,AAA-111-111-000-0-0,,,0.0001663
HIP67403,207.211431,-16.980098,3.08,1.3,9.15,8.257,1.071,0.051,4710.93934531,27.4909394371,7.88468777468,56.1564812427,1.5927535825,207.211431,-16.980098,9.15,6.0,120284.0,field,212318901,207.2114258,-16.9800968,1,9.013,67403.0,6127-848-1,366-063633,13485075-1658482,,STAR,gri,plx,-45.86,1.09,2.77,0.96,3.08,1.3,10.313,0.048,9.199,0.023,,,10.356,0.07,9.334,0.08,8.437,0.03,,,7.252,0.029,6.724,0.049,6.554,0.02,,,,,,,,,4407.0,106.0,106.0,0.419,1.854,0.515,-2.17,2.24,0.4,84.356,67.739,71.564,0.812,0.588,0.016,9.805e-07,0.0005555,8.12e-07,324.7,137.0,137.0,0.067,0.023,0.027,AAA-111-111-000-0-0,,,0.0005236
HIP67494,207.467847,-18.134167,13.35,0.33,4.96,3.991,1.059,0.004,4732.91054337,68.5304885826,12.333605618,24.6486834655,0.587406328503,207.467847,-18.134167,4.96,6.0,120452.0,field,212280528,207.4678497,-18.1341686,0,4.772,67494.0,6127-879-1,360-068054,,,STAR,BV,,-99.65,0.37,-37.74,0.28,13.35,0.33,6.018,0.015,4.959,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009424
HIP67718,208.087447,-7.866578,2.31,1.2,9.01,8.183,0.967,0.035,4908.52822704,49.7932762074,9.7743413208,39.1927389325,0.828059899461,208.087447,-7.866578,9.01,6.0,120880.0,field,212715962,208.0874481,-7.8665781,1,8.969,67718.0,5553-239-1,411-056629,13522098-0751597,,STAR,gri,plx,-21.08,1.18,10.4,1.19,2.31,1.2,9.968,0.033,9.0,0.021,,,10.335,0.35,9.277,0.12,8.384,0.07,,,7.278,0.02,6.786,0.044,6.644,0.023,,,,,,,,,4699.0,143.0,114.0,2.48,0.24,0.144,-0.07,0.2,0.32,11.059,1.151,1.62,1.381,0.543,0.339,0.0009439,0.0009394,0.0002757,432.9,224.9,224.9,0.06,0.023,0.028,AAA-111-111-000-0-0,,,0.0006073
HIP67763,208.224028,-10.682595,4.27,0.99,7.68,6.759,1.057,0.018,4736.58991391,54.5863041361,10.9904382034,30.5311426398,0.832139375125,208.224028,-10.682595,7.68,6.0,120969.0,field,212595879,208.2240295,-10.6825943,0,8.303,67763.0,5556-519-1,397-055061,13525376-1040574,,STAR,gri,,-53.24,0.83,-22.85,0.79,4.27,0.99,8.726,0.02,7.676,0.013,,,9.981,0.03,8.872,0.04,7.583,0.12,,,5.873,0.018,5.347,0.023,5.217,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,48.7,,0.000715
HIP67855,208.479962,-8.484379,6.57,1.37,7.7,6.934,0.861,0.017,5134.381771,18.933695266,5.50866181079,118.006546666,1.7878268478,208.479962,-8.484379,7.7,6.0,121166.0,field,212690870,208.4799652,-8.4843769,0,8.248,67855.0,5553-1318-1,408-059137,13535517-0829038,,STAR,gri,,48.84,1.27,-69.5,0.98,6.57,1.37,8.588,0.021,7.718,0.014,,,9.81,0.16,8.799,0.19,7.579,0.15,,,6.184,0.019,5.747,0.023,5.656,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,39.6,,0.0004114
HIP67931,208.677169,-4.457869,3.45,1.01,8.07,7.496,0.594,0.015,5912.97173474,40.867205617,6.10211798581,111.202494375,0.759095475366,208.677169,-4.457869,8.07,17.0,121284.0,field,212833212,208.6771698,-4.4578691,0,8.225,67931.0,4971-849-1,428-058670,13544251-0427285,,STAR,gri,,-20.71,0.94,-12.35,0.61,3.45,1.01,8.663,0.02,8.1,0.014,,,9.657,0.08,8.679,0.09,7.611,0.08,,,6.962,0.021,6.699,0.031,6.634,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,18.2,,0.000267
HIP67999,208.881332,-12.223066,3.48,0.98,7.96,7.064,1.033,0.023,4781.16182724,61.9279048258,11.4889685791,28.368942178,0.667896219733,208.881332,-12.223066,7.96,6.0,121422.0,field,212524104,208.8813324,-12.2230616,0,7.774,67999.0,5556-1559-1,389-059147,13553151-1213228,,STAR,BV,,-8.7,0.91,-5.54,0.81,3.48,0.98,9.041,0.025,7.966,0.015,,,,,,,,,,,6.184,0.024,5.687,0.033,5.571,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,33.6,,6.116e-05
HIP68063,209.039715,-6.494888,4.27,1.6,9.3,8.402,1.062,0.051,4727.40102337,12.3410223484,5.24608610799,119.715238023,2.45213937513,209.039715,-6.494888,9.3,6.0,121548.0,field,212767242,209.0397186,-6.4948878,1,9.149,68063.0,4974-330-1,418-058586,13560953-0629415,,STAR,gri,plx,-61.25,1.3,0.34,0.98,4.27,1.6,10.406,0.053,9.337,0.026,,,10.31,0.03,9.023,0.03,8.652,0.03,,,7.335,0.03,6.731,0.049,6.647,0.029,,,,,,,,,4239.0,86.0,69.0,1.933,0.205,0.246,0.1,0.1,0.18,20.018,6.961,4.407,1.351,0.202,0.202,0.000145,0.0001545,8.428e-05,234.2,87.75,87.75,0.072,0.018,0.027,AAA-111-111-000-0-0,,,0.0006555
HIP68267,209.624351,-14.122062,7.03,0.71,6.84,5.99,0.971,0.008,4900.57374196,39.8469234139,8.77219496136,47.8045425173,1.0747766251,209.624351,-14.122062,6.84,6.0,121883.0,field,212435240,209.6243439,-14.1220617,0,7.855,68267.0,5560-675-1,380-066379,13582984-1407194,,STAR,gri,,6.87,0.87,-0.35,0.55,7.03,0.71,7.815,0.016,6.854,0.01,,,9.425,0.03,8.479,0.04,7.183,0.06,,,5.1,0.026,4.654,0.033,4.506,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,38.1,,0.0006144
HIP68291,209.690487,-14.392007,2.14,1.32,8.98,7.983,1.166,0.034,4542.30094116,73.748329059,13.8908563185,19.0474765536,0.632068866746,209.690487,-14.392007,8.98,6.0,121926.0,field,212423203,209.6904907,-14.3920069,0,8.852,68291.0,5560-506-1,379-065832,13584571-1423313,,STAR,gri,,-30.35,1.65,-10.85,1.08,2.14,1.32,10.212,0.04,8.959,0.018,,,10.147,0.03,9.152,0.04,8.298,0.1,,,6.924,0.023,6.363,0.042,6.233,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,22.9,,0.0005449
HIP68371,209.930674,-9.644168,3.25,1.41,9.18,8.251,1.105,0.061,4649.58428623,24.8914383059,7.70196394875,57.9429437549,1.73941680489,209.930674,-9.644168,9.18,6.0,122084.0,field,212641430,209.9306793,-9.6441669,1,9.036,68371.0,5554-1309-1,402-055916,13594336-0938390,,STAR,BV,plx,-27.79,1.34,-0.86,1.23,3.25,1.41,10.342,0.057,9.236,0.029,,,,,,,,,,,7.266,0.03,6.761,0.021,6.569,0.024,,,,,,,,,4764.0,115.0,115.0,2.56,0.252,0.18,-0.03,0.16,0.24,10.702,0.989,1.995,1.564,0.447,0.447,0.001,0.002,0.0005121,307.7,133.5,133.5,0.059,0.023,0.028,AAA-111-111-000-0-0,,,0.0007634
HIP68398,210.01948,-8.161641,9.61,0.51,6.56,5.656,1.05,0.009,4749.50868421,30.0136178459,8.10525228222,53.7639289848,1.47361693834,210.01948,-8.161641,6.56,6.0,122135.0,field,212703886,210.0194855,-8.1616421,1,6.373,68398.0,5554-1081-1,410-058005,,,STAR,BV,plx,-25.48,0.55,-47.52,0.31,9.61,0.51,7.619,0.016,6.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,,4783.0,76.0,47.0,3.031,0.264,0.165,-0.096,0.15,0.15,5.569,1.378,1.482,1.296,0.174,0.174,0.007,0.01,0.003,104.1,5.522,5.522,0.027,0.02,0.01,,,,0.002
HIP68425,210.117503,-14.952156,3.52,0.89,8.08,7.085,1.153,0.015,4564.89775622,61.5494933295,12.5647793609,23.0373419219,0.812713317391,210.117503,-14.952156,8.08,6.0,122171.0,field,212398309,210.1175079,-14.9521542,0,8.246,68425.0,5560-278-1,376-067607,14002820-1457078,,STAR,gri,,-60.9,0.91,-34.85,0.7,3.52,0.89,9.244,0.021,8.085,0.012,,,9.647,0.03,8.756,0.04,7.645,0.1,,,6.129,0.044,5.496,0.031,5.334,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,45.5,,0.0004674
HIP68453,210.214758,-8.071069,4.0,0.8,8.05,7.262,0.893,0.016,5062.73747397,37.9790567956,8.02427874909,58.0865742139,1.06029995664,210.214758,-8.071069,8.05,6.0,122242.0,field,212707644,210.2147522,-8.0710688,0,8.508,68453.0,5554-320-1,410-058025,14005153-0804157,,STAR,gri,,5.12,0.83,-3.19,0.49,4.0,0.8,8.963,0.021,8.067,0.014,,,10.193,0.02,8.896,0.05,7.785,0.03,,,6.361,0.024,5.912,0.031,5.812,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAA-111-111-000-0-0,85.9,,0.0001813
